# Port:              P003
# Site:              Hinkley Point
# Latitude:          51.21525
# Longitude:         -3.13433
# Start Date:        01JAN2019-00.00.00
# End Date:          31DEC2019-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVTD01 = Surface elevation (unspecified datum) of the water body by fixed in-situ pressure sensor
# Cycle    Date      Time    ASLVBG02   Residual   


Number  yyyy mm dd hh mi ssf        f          f
  2490  2020/03/26 22:15:00     8.247     -0.153  
  2491  2020/03/26 22:30:00     7.622     -0.191  
  2492  2020/03/26 22:45:00     6.994     -0.222  
  2493  2020/03/26 23:00:00     6.396     -0.217  
  2494  2020/03/26 23:15:00     5.794     -0.218  
  2495  2020/03/26 23:30:00     5.183     -0.234  
  2496  2020/03/26 23:45:00     4.601     -0.235  
  2497  2020/03/27 00:00:00     4.057     -0.218  
  2498  2020/03/27 00:15:00     3.529     -0.211  
  2499  2020/03/27 00:30:00     3.027     -0.210  
  2500  2020/03/27 00:45:00     2.559     -0.209  
  2501  2020/03/27 01:00:00     2.139     -0.200  
  2502  2020/03/27 01:15:00     1.770     -0.185  
  2503  2020/03/27 01:30:00     1.457     -0.169  
  2504  2020/03/27 01:45:00     1.207     -0.159  
  2505  2020/03/27 02:00:00     1.034     -0.156  
  2506  2020/03/27 02:15:00     0.962     -0.150  
  2507  2020/03/27 02:30:00     1.000     -0.140  
  2508  2020/03/27 02:45:00     1.209     -0.066  
  2509  2020/03/27 03:00:00     1.544      0.034  
  2510  2020/03/27 03:15:00     1.928      0.097  
  2511  2020/03/27 03:30:00     2.301      0.083  
  2512  2020/03/27 03:45:00     2.693      0.038  
  2513  2020/03/27 04:00:00     3.144      0.017  
  2514  2020/03/27 04:15:00     3.649      0.022  
  2515  2020/03/27 04:30:00     4.184      0.032  
  2516  2020/03/27 04:45:00     4.748      0.048  
  2517  2020/03/27 05:00:00     5.336      0.065  
  2518  2020/03/27 05:15:00     5.941      0.077  
  2519  2020/03/27 05:30:00     6.557      0.085  
  2520  2020/03/27 05:45:00     7.190      0.103  
  2521  2020/03/27 06:00:00     7.805      0.106  
  2522  2020/03/27 06:15:00     8.395      0.100  
  2523  2020/03/27 06:30:00     8.951      0.084  
  2524  2020/03/27 06:45:00     9.485      0.082  
  2525  2020/03/27 07:00:00     9.971      0.075  
  2526  2020/03/27 07:15:00    10.398      0.061  
  2527  2020/03/27 07:30:00    10.769      0.052  
  2528  2020/03/27 07:45:00    11.063      0.039  
  2529  2020/03/27 08:00:00    11.277      0.028  
  2530  2020/03/27 08:15:00    11.407      0.025  
  2531  2020/03/27 08:30:00    11.436      0.023  
  2532  2020/03/27 08:45:00    11.354      0.014  
  2533  2020/03/27 09:00:00    11.146     -0.016  
  2534  2020/03/27 09:15:00    10.835     -0.051  
  2535  2020/03/27 09:30:00    10.425     -0.097  
  2536  2020/03/27 09:45:00     9.963     -0.122  
  2537  2020/03/27 10:00:00     9.469     -0.121  
  2538  2020/03/27 10:15:00     8.909     -0.146  
  2539  2020/03/27 10:30:00     8.367     -0.124  
  2540  2020/03/27 10:45:00     7.749     -0.159  
  2541  2020/03/27 11:00:00     7.122     -0.192  
  2542  2020/03/27 11:15:00     6.522     -0.192  
  2543  2020/03/27 11:30:00     5.920     -0.193  
  2544  2020/03/27 11:45:00     5.308     -0.207  
  2545  2020/03/27 12:00:00     4.726     -0.203  
  2546  2020/03/27 12:15:00     4.160     -0.201  
  2547  2020/03/27 12:30:00     3.621     -0.197  
  2548  2020/03/27 12:45:00     3.108     -0.197  
  2549  2020/03/27 13:00:00     2.638     -0.189  
  2550  2020/03/27 13:15:00     2.220     -0.169  
  2551  2020/03/27 13:30:00     1.841     -0.157  
  2552  2020/03/27 13:45:00     1.512     -0.151  
  2553  2020/03/27 14:00:00     1.259     -0.137  
  2554  2020/03/27 14:15:00     1.090     -0.124  
  2555  2020/03/27 14:30:00     1.022     -0.107  
  2556  2020/03/27 14:45:00     1.058     -0.092  
  2557  2020/03/27 15:00:00     1.263     -0.017  
  2558  2020/03/27 15:15:00     1.623      0.111  
  2559  2020/03/27 15:30:00     2.008      0.176  
  2560  2020/03/27 15:45:00     2.391      0.169  
  2561  2020/03/27 16:00:00     2.807      0.144  
  2562  2020/03/27 16:15:00     3.264      0.121  
  2563  2020/03/27 16:30:00     3.767      0.117  
  2564  2020/03/27 16:45:00     4.301      0.119  
  2565  2020/03/27 17:00:00     4.861      0.123  
  2566  2020/03/27 17:15:00     5.439      0.122  
  2567  2020/03/27 17:30:00     6.052      0.136  
  2568  2020/03/27 17:45:00     6.676      0.147  
  2569  2020/03/27 18:00:00     7.305      0.157  
  2570  2020/03/27 18:15:00     7.914      0.153  
  2571  2020/03/27 18:30:00     8.494      0.138  
  2572  2020/03/27 18:45:00     9.041      0.120  
  2573  2020/03/27 19:00:00     9.554      0.108  
  2574  2020/03/27 19:15:00    10.012      0.089  
  2575  2020/03/27 19:30:00    10.411      0.068  
  2576  2020/03/27 19:45:00    10.741      0.045  
  2577  2020/03/27 20:00:00    11.002      0.028  
  2578  2020/03/27 20:15:00    11.176      0.008  
  2579  2020/03/27 20:30:00    11.257     -0.012  
  2580  2020/03/27 20:45:00    11.232     -0.038  
  2581  2020/03/27 21:00:00    11.097     -0.072  
  2582  2020/03/27 21:15:00    10.846     -0.120  
  2583  2020/03/27 21:30:00    10.491     -0.178  
  2584  2020/03/27 21:45:00    10.076     -0.211  
  2585  2020/03/27 22:00:00     9.613     -0.222  
  2586  2020/03/27 22:15:00     9.126     -0.205  
  2587  2020/03/27 22:30:00     8.597     -0.192  
  2588  2020/03/27 22:45:00     8.017     -0.205  
  2589  2020/03/27 23:00:00     7.397     -0.245  
  2590  2020/03/27 23:15:00     6.793     -0.263  
  2591  2020/03/27 23:30:00     6.215     -0.252  
  2592  2020/03/27 23:45:00     5.623     -0.258  
  2593  2020/03/28 00:00:00     5.032     -0.271  
  2594  2020/03/28 00:15:00     4.474     -0.264  
  2595  2020/03/28 00:30:00     3.939     -0.255  
  2596  2020/03/28 00:45:00     3.429     -0.248  
  2597  2020/03/28 01:00:00     2.944     -0.250  
  2598  2020/03/28 01:15:00     2.505     -0.246  
  2599  2020/03/28 01:30:00     2.118     -0.233  
  2600  2020/03/28 01:45:00     1.774     -0.226  
  2601  2020/03/28 02:00:00     1.484     -0.223  
  2602  2020/03/28 02:15:00     1.273     -0.210  
  2603  2020/03/28 02:30:00     1.148     -0.192  
  2604  2020/03/28 02:45:00     1.135     -0.156  
  2605  2020/03/28 03:00:00     1.229     -0.115  
  2606  2020/03/28 03:15:00     1.469     -0.029  
  2607  2020/03/28 03:30:00     1.845      0.096  
  2608  2020/03/28 03:45:00     2.237      0.156  
  2609  2020/03/28 04:00:00     2.611      0.135  
  2610  2020/03/28 04:15:00     3.009      0.093  
  2611  2020/03/28 04:30:00     3.455      0.069  
  2612  2020/03/28 04:45:00     3.941      0.065  
  2613  2020/03/28 05:00:00     4.451      0.067  
  2614  2020/03/28 05:15:00     4.988      0.080  
  2615  2020/03/28 05:30:00     5.547      0.097  
  2616  2020/03/28 05:45:00     6.123      0.113  
  2617  2020/03/28 06:00:00     6.712      0.129  
  2618  2020/03/28 06:15:00     7.294      0.132  
  2619  2020/03/28 06:30:00     7.854      0.117  
  2620  2020/03/28 06:45:00     8.400      0.102  
  2621  2020/03/28 07:00:00     8.912      0.079  
  2622  2020/03/28 07:15:00     9.405      0.071  
  2623  2020/03/28 07:30:00     9.838      0.047  
  2624  2020/03/28 07:45:00    10.218      0.022  
  2625  2020/03/28 08:00:00    10.538     -0.002  
  2626  2020/03/28 08:15:00    10.790     -0.025  
  2627  2020/03/28 08:30:00    10.960     -0.050  
  2628  2020/03/28 08:45:00    11.052     -0.067  
  2629  2020/03/28 09:00:00    11.043     -0.090  
  2630  2020/03/28 09:15:00    10.923     -0.127  
  2631  2020/03/28 09:30:00    10.696     -0.173  
  2632  2020/03/28 09:45:00    10.381     -0.213  
  2633  2020/03/28 10:00:00     9.985     -0.252  
  2634  2020/03/28 10:15:00     9.500     -0.309  
  2635  2020/03/28 10:30:00     9.047     -0.279  
  2636  2020/03/28 10:45:00     8.535     -0.269  
  2637  2020/03/28 11:00:00     7.980     -0.275  
  2638  2020/03/28 11:15:00     7.392     -0.298  
  2639  2020/03/28 11:30:00     6.800     -0.316  
  2640  2020/03/28 11:45:00     6.220     -0.319  
  2641  2020/03/28 12:00:00     5.643     -0.320  
  2642  2020/03/28 12:15:00     5.068     -0.324  
  2643  2020/03/28 12:30:00     4.499     -0.333  
  2644  2020/03/28 12:45:00     3.958     -0.332  
  2645  2020/03/28 13:00:00     3.448     -0.327  
  2646  2020/03/28 13:15:00     2.975     -0.318  
  2647  2020/03/28 13:30:00     2.542     -0.308  
  2648  2020/03/28 13:45:00     2.151     -0.301  
  2649  2020/03/28 14:00:00     1.807     -0.297  
  2650  2020/03/28 14:15:00     1.512     -0.303  
  2651  2020/03/28 14:30:00     1.293     -0.302  
  2652  2020/03/28 14:45:00     1.174     -0.280  
  2653  2020/03/28 15:00:00     1.159     -0.247  
  2654  2020/03/28 15:15:00     1.249     -0.207  
  2655  2020/03/28 15:30:00     1.481     -0.128  
  2656  2020/03/28 15:45:00     1.838     -0.018  
  2657  2020/03/28 16:00:00     2.220      0.034  
  2658  2020/03/28 16:15:00     2.573     -0.007  
  2659  2020/03/28 16:30:00     2.959     -0.061  
  2660  2020/03/28 16:45:00     3.397     -0.094  
  2661  2020/03/28 17:00:00     3.867     -0.116  
  2662  2020/03/28 17:15:00     4.374     -0.118  
  2663  2020/03/28 17:30:00     4.910     -0.107  
  2664  2020/03/28 17:45:00     5.464     -0.095  
  2665  2020/03/28 18:00:00     6.043     -0.073  
  2666  2020/03/28 18:15:00     6.640     -0.044  
  2667  2020/03/28 18:30:00     7.223     -0.034  
  2668  2020/03/28 18:45:00     7.770     -0.053  
  2669  2020/03/28 19:00:00     8.292     -0.080  
  2670  2020/03/28 19:15:00     8.791     -0.100  
  2671  2020/03/28 19:30:00     9.273     -0.098  
  2672  2020/03/28 19:45:00     9.685     -0.117  
  2673  2020/03/28 20:00:00    10.037     -0.139  
  2674  2020/03/28 20:15:00    10.334     -0.153  
  2675  2020/03/28 20:30:00    10.571     -0.153  
  2676  2020/03/28 20:45:00    10.704     -0.178  
  2677  2020/03/28 21:00:00    10.749     -0.204  
  2678  2020/03/28 21:15:00    10.704     -0.228  
  2679  2020/03/28 21:30:00    10.570     -0.246  
  2680  2020/03/28 21:45:00    10.325     -0.282  
  2681  2020/03/28 22:00:00    10.000     -0.310  
  2682  2020/03/28 22:15:00     9.620     -0.314  
  2683  2020/03/28 22:30:00     9.163     -0.331  
  2684  2020/03/28 22:45:00     8.689     -0.314  
  2685  2020/03/28 23:00:00     8.197     -0.280  
  2686  2020/03/28 23:15:00     7.660     -0.270  
  2687  2020/03/28 23:30:00     7.096     -0.276  
  2688  2020/03/28 23:45:00     6.510     -0.301  
  2689  2020/03/29 00:00:00     5.945     -0.307  
  2690  2020/03/29 00:15:00     5.404     -0.295  
  2691  2020/03/29 00:30:00     4.861     -0.295  
  2692  2020/03/29 00:45:00     4.327     -0.301  
  2693  2020/03/29 01:00:00     3.813     -0.309  
  2694  2020/03/29 01:15:00     3.327     -0.318  
  2695  2020/03/29 01:30:00     2.883     -0.321  
  2696  2020/03/29 01:45:00     2.486     -0.320  
  2697  2020/03/29 02:00:00     2.117     -0.339  
  2698  2020/03/29 02:15:00     1.796     -0.363  
  2699  2020/03/29 02:30:00     1.553     -0.369  
  2700  2020/03/29 02:45:00     1.379     -0.372  
  2701  2020/03/29 03:00:00     1.309     -0.348  
  2702  2020/03/29 03:15:00     1.343     -0.307  
  2703  2020/03/29 03:30:00     1.502     -0.232  
  2704  2020/03/29 03:45:00     1.807     -0.104  
  2705  2020/03/29 04:00:00     2.147     -0.028  
  2706  2020/03/29 04:15:00     2.480     -0.033  
  2707  2020/03/29 04:30:00     2.819     -0.088  
  2708  2020/03/29 04:45:00     3.189     -0.149  
  2709  2020/03/29 05:00:00     3.599     -0.194  
  2710  2020/03/29 05:15:00     4.033     -0.227  
  2711  2020/03/29 05:30:00     4.502     -0.233  
  2712  2020/03/29 05:45:00     4.982     -0.237  
  2713  2020/03/29 06:00:00     5.487     -0.225  
  2714  2020/03/29 06:15:00     5.996     -0.220  
  2715  2020/03/29 06:30:00     6.524     -0.206  
  2716  2020/03/29 06:45:00     7.049     -0.197  
  2717  2020/03/29 07:00:00     7.555     -0.203  
  2718  2020/03/29 07:15:00     8.044     -0.212  
  2719  2020/03/29 07:30:00     8.502     -0.227  
  2720  2020/03/29 07:45:00     8.942     -0.226  
  2721  2020/03/29 08:00:00     9.353     -0.213  
  2722  2020/03/29 08:15:00     9.724     -0.190  
  2723  2020/03/29 08:30:00    10.037     -0.170  
  2724  2020/03/29 08:45:00    10.272     -0.163  
  2725  2020/03/29 09:00:00    10.445     -0.147  
  2726  2020/03/29 09:15:00    10.541     -0.129  
  2727  2020/03/29 09:30:00    10.552     -0.113  
  2728  2020/03/29 09:45:00    10.470     -0.102  
  2729  2020/03/29 10:00:00    10.271     -0.121  
  2730  2020/03/29 10:15:00     9.957     -0.171  
  2731  2020/03/29 10:30:00     9.631     -0.158  
  2732  2020/03/29 10:45:00     9.214     -0.170  
  2733  2020/03/29 11:00:00     8.773     -0.155  
  2734  2020/03/29 11:15:00     8.277     -0.158  
  2735  2020/03/29 11:30:00     7.745     -0.171  
  2736  2020/03/29 11:45:00     7.176     -0.208  
  2737  2020/03/29 12:00:00     6.606     -0.239  
  2738  2020/03/29 12:15:00     6.044     -0.262  
  2739  2020/03/29 12:30:00     5.500     -0.270  
  2740  2020/03/29 12:45:00     4.958     -0.283  
  2741  2020/03/29 13:00:00     4.426     -0.299  
  2742  2020/03/29 13:15:00     3.930     -0.299  
  2743  2020/03/29 13:30:00     3.450     -0.311  
  2744  2020/03/29 13:45:00     3.005     -0.323  
  2745  2020/03/29 14:00:00     2.605     -0.333  
  2746  2020/03/29 14:15:00     2.261     -0.336  
  2747  2020/03/29 14:30:00     1.959     -0.351  
  2748  2020/03/29 14:45:00     1.735     -0.347  
  2749  2020/03/29 15:00:00     1.592     -0.329  
  2750  2020/03/29 15:15:00     1.517     -0.319  
  2751  2020/03/29 15:30:00     1.579     -0.254  
  2752  2020/03/29 15:45:00     1.760     -0.159  
  2753  2020/03/29 16:00:00     2.052     -0.042  
  2754  2020/03/29 16:15:00     2.381      0.027  
  2755  2020/03/29 16:30:00     2.699      0.012  
  2756  2020/03/29 16:45:00     3.025     -0.050  
  2757  2020/03/29 17:00:00     3.424     -0.079  
  2758  2020/03/29 17:15:00     3.823     -0.131  
  2759  2020/03/29 17:30:00     4.234     -0.184  
  2760  2020/03/29 17:45:00     4.683     -0.207  
  2761  2020/03/29 18:00:00     5.188     -0.181  
  2762  2020/03/29 18:15:00     5.681     -0.176  
  2763  2020/03/29 18:30:00     6.168     -0.185  
  2764  2020/03/29 18:45:00     6.661     -0.195  
  2765  2020/03/29 19:00:00     7.138     -0.221  
  2766  2020/03/29 19:15:00     7.624     -0.231  
  2767  2020/03/29 19:30:00     8.094     -0.239  
  2768  2020/03/29 19:45:00     8.527     -0.256  
  2769  2020/03/29 20:00:00     8.938     -0.258  
  2770  2020/03/29 20:15:00     9.299     -0.263  
  2771  2020/03/29 20:30:00     9.615     -0.262  
  2772  2020/03/29 20:45:00     9.861     -0.271  
  2773  2020/03/29 21:00:00    10.051     -0.270  
  2774  2020/03/29 21:15:00    10.166     -0.273  
  2775  2020/03/29 21:30:00    10.197     -0.282  
  2776  2020/03/29 21:45:00    10.153     -0.285  
  2777  2020/03/29 22:00:00    10.023     -0.292  
  2778  2020/03/29 22:15:00     9.803     -0.306  
  2779  2020/03/29 22:30:00     9.525     -0.300  
  2780  2020/03/29 22:45:00     9.173     -0.299  
  2781  2020/03/29 23:00:00     8.778     -0.281  
  2782  2020/03/29 23:15:00     8.348     -0.252  
  2783  2020/03/29 23:30:00     7.883     -0.225  
  2784  2020/03/29 23:45:00     7.376     -0.220  
  2785  2020/03/30 00:00:00     6.843     -0.232  
  2786  2020/03/30 00:15:00     6.304     -0.249  
  2787  2020/03/30 00:30:00     5.774     -0.262  
  2788  2020/03/30 00:45:00     5.255     -0.273  
  2789  2020/03/30 01:00:00     4.763     -0.269  
  2790  2020/03/30 01:15:00     4.274     -0.279  
  2791  2020/03/30 01:30:00     3.811     -0.286  
  2792  2020/03/30 01:45:00     3.383     -0.289  
  2793  2020/03/30 02:00:00     2.981     -0.303  
  2794  2020/03/30 02:15:00     2.623     -0.319  
  2795  2020/03/30 02:30:00     2.316     -0.334  
  2796  2020/03/30 02:45:00     2.063     -0.350  
  2797  2020/03/30 03:00:00     1.877     -0.358  
  2798  2020/03/30 03:15:00     1.765     -0.358  
  2799  2020/03/30 03:30:00     1.748     -0.332  
  2800  2020/03/30 03:45:00     1.842     -0.272  
  2801  2020/03/30 04:00:00     2.073     -0.154  
  2802  2020/03/30 04:15:00     2.378     -0.043  
  2803  2020/03/30 04:30:00     2.684     -0.005  
  2804  2020/03/30 04:45:00     2.992     -0.028  
  2805  2020/03/30 05:00:00     3.323     -0.076  
  2806  2020/03/30 05:15:00     3.679     -0.130  
  2807  2020/03/30 05:30:00     4.071     -0.164  
  2808  2020/03/30 05:45:00     4.475     -0.192  
  2809  2020/03/30 06:00:00     4.911     -0.189  
  2810  2020/03/30 06:15:00     5.356     -0.176  
  2811  2020/03/30 06:30:00     5.808     -0.159  
  2812  2020/03/30 06:45:00     6.271     -0.135  
  2813  2020/03/30 07:00:00     6.734     -0.114  
  2814  2020/03/30 07:15:00     7.190     -0.101  
  2815  2020/03/30 07:30:00     7.638     -0.088  
  2816  2020/03/30 07:45:00     8.057     -0.090  
  2817  2020/03/30 08:00:00     8.451     -0.094  
  2818  2020/03/30 08:15:00     8.802     -0.109  
  2819  2020/03/30 08:30:00     9.123     -0.117  
  2820  2020/03/30 08:45:00     9.406     -0.119  
  2821  2020/03/30 09:00:00     9.643     -0.118  
  2822  2020/03/30 09:15:00     9.808     -0.133  
  2823  2020/03/30 09:30:00     9.926     -0.134  
  2824  2020/03/30 09:45:00     9.979     -0.133  
  2825  2020/03/30 10:00:00     9.957     -0.136  
  2826  2020/03/30 10:15:00     9.818     -0.183  
  2827  2020/03/30 10:30:00     9.664     -0.170  
  2828  2020/03/30 10:45:00     9.405     -0.190  
  2829  2020/03/30 11:00:00     9.084     -0.206  
  2830  2020/03/30 11:15:00     8.729     -0.198  
  2831  2020/03/30 11:30:00     8.328     -0.188  
  2832  2020/03/30 11:45:00     7.892     -0.177  
  2833  2020/03/30 12:00:00     7.422     -0.176  
  2834  2020/03/30 12:15:00     6.917     -0.196  
  2835  2020/03/30 12:30:00     6.406     -0.215  
  2836  2020/03/30 12:45:00     5.883     -0.247  
  2837  2020/03/30 13:00:00     5.377     -0.266  
  2838  2020/03/30 13:15:00     4.880     -0.285  
  2839  2020/03/30 13:30:00     4.405     -0.296  
  2840  2020/03/30 13:45:00     3.949     -0.308  
  2841  2020/03/30 14:00:00     3.523     -0.317  
  2842  2020/03/30 14:15:00     3.130     -0.330  
  2843  2020/03/30 14:30:00     2.777     -0.346  
  2844  2020/03/30 14:45:00     2.459     -0.377  
  2845  2020/03/30 15:00:00     2.197     -0.407  
  2846  2020/03/30 15:15:00     2.008     -0.424  
  2847  2020/03/30 15:30:00     1.890     -0.434  
  2848  2020/03/30 15:45:00     1.850     -0.434  
  2849  2020/03/30 16:00:00     1.911     -0.406  
  2850  2020/03/30 16:15:00     2.106     -0.321  
  2851  2020/03/30 16:30:00     2.373     -0.239  
  2852  2020/03/30 16:45:00     2.644     -0.224  
  2853  2020/03/30 17:00:00     2.956     -0.230  
  2854  2020/03/30 17:15:00     3.278     -0.273  
  2855  2020/03/30 17:30:00     3.622     -0.327  
  2856  2020/03/30 17:45:00     3.994     -0.371  
  2857  2020/03/30 18:00:00     4.386     -0.403  
  2858  2020/03/30 18:15:00     4.801     -0.414  
  2859  2020/03/30 18:30:00     5.241     -0.400  
  2860  2020/03/30 18:45:00     5.677     -0.392  
  2861  2020/03/30 19:00:00     6.133     -0.366  
  2862  2020/03/30 19:15:00     6.580     -0.351  
  2863  2020/03/30 19:30:00     7.028     -0.332  
  2864  2020/03/30 19:45:00     7.464     -0.317  
  2865  2020/03/30 20:00:00     7.879     -0.306  
  2866  2020/03/30 20:15:00     8.266     -0.297  
  2867  2020/03/30 20:30:00     8.615     -0.292  
  2868  2020/03/30 20:45:00     8.918     -0.293  
  2869  2020/03/30 21:00:00     9.175     -0.293  
  2870  2020/03/30 21:15:00     9.389     -0.286  
  2871  2020/03/30 21:30:00     9.545     -0.280  
  2872  2020/03/30 21:45:00     9.651     -0.264  
  2873  2020/03/30 22:00:00     9.692     -0.248  
  2874  2020/03/30 22:15:00     9.662     -0.235  
  2875  2020/03/30 22:30:00     9.559     -0.226  
  2876  2020/03/30 22:45:00     9.379     -0.224  
  2877  2020/03/30 23:00:00     9.132     -0.224  
  2878  2020/03/30 23:15:00     8.835     -0.213  
  2879  2020/03/30 23:30:00     8.500     -0.186  
  2880  2020/03/30 23:45:00     8.125     -0.157  
  2881  2020/03/31 00:00:00     7.714     -0.132  
  2882  2020/03/31 00:15:00     7.274     -0.114  
  2883  2020/03/31 00:30:00     6.806     -0.114  
  2884  2020/03/31 00:45:00     6.316     -0.133  
  2885  2020/03/31 01:00:00     5.825     -0.156  
  2886  2020/03/31 01:15:00     5.334     -0.187  
  2887  2020/03/31 01:30:00     4.861     -0.213  
  2888  2020/03/31 01:45:00     4.402     -0.241  
  2889  2020/03/31 02:00:00     3.977     -0.258  
  2890  2020/03/31 02:15:00     3.576     -0.279  
  2891  2020/03/31 02:30:00     3.215     -0.297  
  2892  2020/03/31 02:45:00     2.903     -0.309  
  2893  2020/03/31 03:00:00     2.623     -0.339  
  2894  2020/03/31 03:15:00     2.404     -0.362  
  2895  2020/03/31 03:30:00     2.249     -0.379  
  2896  2020/03/31 03:45:00     2.167     -0.382  
  2897  2020/03/31 04:00:00     2.164     -0.371  
  2898  2020/03/31 04:15:00     2.272     -0.313  
  2899  2020/03/31 04:30:00     2.449     -0.254  
  2900  2020/03/31 04:45:00     2.679     -0.208  
  2901  2020/03/31 05:00:00     2.921     -0.211  
  2902  2020/03/31 05:15:00     3.185     -0.245  
  2903  2020/03/31 05:30:00     3.491     -0.278  
  2904  2020/03/31 05:45:00     3.830     -0.304  
  2905  2020/03/31 06:00:00     4.166     -0.347  
  2906  2020/03/31 06:15:00     4.541     -0.354  
  2907  2020/03/31 06:30:00     4.929     -0.347  
  2908  2020/03/31 06:45:00     5.319     -0.335  
  2909  2020/03/31 07:00:00     5.712     -0.318  
  2910  2020/03/31 07:15:00     6.102     -0.303  
  2911  2020/03/31 07:30:00     6.509     -0.272  
  2912  2020/03/31 07:45:00     6.914     -0.240  
  2913  2020/03/31 08:00:00     7.311     -0.209  
  2914  2020/03/31 08:15:00     7.687     -0.186  
  2915  2020/03/31 08:30:00     8.041     -0.165  
  2916  2020/03/31 08:45:00     8.366     -0.147  
  2917  2020/03/31 09:00:00     8.662     -0.125  
  2918  2020/03/31 09:15:00     8.919     -0.105  
  2919  2020/03/31 09:30:00     9.138     -0.083  
  2920  2020/03/31 09:45:00     9.306     -0.067  
  2921  2020/03/31 10:00:00     9.421     -0.055  
  2922  2020/03/31 10:15:00     9.437     -0.088  
  2923  2020/03/31 10:30:00     9.471     -0.047  
  2924  2020/03/31 10:45:00     9.406     -0.046  
  2925  2020/03/31 11:00:00     9.270     -0.055  
  2926  2020/03/31 11:15:00     9.066     -0.073  
  2927  2020/03/31 11:30:00     8.800     -0.096  
  2928  2020/03/31 11:45:00     8.502     -0.100  
  2929  2020/03/31 12:00:00     8.166     -0.098  
  2930  2020/03/31 12:15:00     7.796     -0.094  
  2931  2020/03/31 12:30:00     7.397     -0.091  
  2932  2020/03/31 12:45:00     6.969     -0.100  
  2933  2020/03/31 13:00:00     6.514     -0.125  
  2934  2020/03/31 13:15:00     6.049     -0.156  
  2935  2020/03/31 13:30:00     5.582     -0.191  
  2936  2020/03/31 13:45:00     5.135     -0.211  
  2937  2020/03/31 14:00:00     4.701     -0.229  
  2938  2020/03/31 14:15:00     4.288     -0.242  
  2939  2020/03/31 14:30:00     3.907     -0.247  
  2940  2020/03/31 14:45:00     3.552     -0.258  
  2941  2020/03/31 15:00:00     3.238     -0.267  
  2942  2020/03/31 15:15:00     2.979     -0.267  
  2943  2020/03/31 15:30:00     2.765     -0.274  
  2944  2020/03/31 15:45:00     2.608     -0.280  
  2945  2020/03/31 16:00:00     2.521     -0.274  
  2946  2020/03/31 16:15:00     2.526     -0.237  
  2947  2020/03/31 16:30:00     2.605     -0.188  
  2948  2020/03/31 16:45:00     2.775     -0.112  
  2949  2020/03/31 17:00:00     2.982     -0.061  
  2950  2020/03/31 17:15:00     3.218     -0.040  
  2951  2020/03/31 17:30:00     3.471     -0.053  
  2952  2020/03/31 17:45:00     3.758     -0.073  
  2953  2020/03/31 18:00:00     4.077     -0.090  
  2954  2020/03/31 18:15:00     4.434     -0.087  
  2955  2020/03/31 18:30:00     4.817     -0.067  
  2956  2020/03/31 18:45:00     5.200     -0.049  
  2957  2020/03/31 19:00:00     5.591     -0.024  
  2958  2020/03/31 19:15:00     5.979     -0.003  
  2959  2020/03/31 19:30:00     6.371      0.021  
  2960  2020/03/31 19:45:00     6.761      0.043  
  2961  2020/03/31 20:00:00     7.142      0.057  
  2962  2020/03/31 20:15:00     7.511      0.067  
  2963  2020/03/31 20:30:00     7.866      0.076  
  2964  2020/03/31 20:45:00     8.190      0.074  
  2965  2020/03/31 21:00:00     8.479      0.064  
  2966  2020/03/31 21:15:00     8.729      0.048  
  2967  2020/03/31 21:30:00     8.940      0.030  
  2968  2020/03/31 21:45:00     9.109      0.011  
  2969  2020/03/31 22:00:00     9.231     -0.011  
  2970  2020/03/31 22:15:00     9.305     -0.034  
  2971  2020/03/31 22:30:00     9.329     -0.056  
  2972  2020/03/31 22:45:00     9.302     -0.075  
  2973  2020/03/31 23:00:00     9.220     -0.095  
  2974  2020/03/31 23:15:00     9.082     -0.114  
  2975  2020/03/31 23:30:00     8.888     -0.135  
  2976  2020/03/31 23:45:00     8.637     -0.161  

