# Port:              P003
# Site:              Hinkley Point
# Latitude:          51.21525
# Longitude:         -3.13433
# Start Date:        01JAN2019-00.00.00
# End Date:          31DEC2019-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVTD01 = Surface elevation (unspecified datum) of the water body by fixed in-situ pressure sensor
# Cycle    Date      Time    ASLVBG02   Residual   


Number  yyyy mm dd hh mi ssf        f          f
   548  2020/03/06 16:45:00     9.479      0.024  
   549  2020/03/06 17:00:00     9.256     -0.003  
   550  2020/03/06 17:15:00     8.984     -0.023  
   551  2020/03/06 17:30:00     8.654     -0.047  
   552  2020/03/06 17:45:00     8.283     -0.068  
   553  2020/03/06 18:00:00     7.880     -0.085  
   554  2020/03/06 18:15:00     7.455     -0.098  
   555  2020/03/06 18:30:00     7.009     -0.115  
   556  2020/03/06 18:45:00     6.546     -0.143  
   557  2020/03/06 19:00:00     6.067     -0.186  
   558  2020/03/06 19:15:00     5.588     -0.234  
   559  2020/03/06 19:30:00     5.127     -0.271  
   560  2020/03/06 19:45:00     4.679     -0.306  
   561  2020/03/06 20:00:00     4.258     -0.328  
   562  2020/03/06 20:15:00     3.848     -0.356  
   563  2020/03/06 20:30:00     3.487     -0.361  
   564  2020/03/06 20:45:00     3.166     -0.357  
   565  2020/03/06 21:00:00     2.899     -0.339  
   566  2020/03/06 21:15:00     2.681     -0.317  
   567  2020/03/06 21:30:00     2.524     -0.284  
   568  2020/03/06 21:45:00     2.429     -0.240  
   569  2020/03/06 22:00:00     2.399     -0.182  
   570  2020/03/06 22:15:00     2.435     -0.111  
   571  2020/03/06 22:30:00     2.517     -0.046  
   572  2020/03/06 22:45:00     2.645      0.009  
   573  2020/03/06 23:00:00     2.823      0.057  
   574  2020/03/06 23:15:00     3.057      0.102  
   575  2020/03/06 23:30:00     3.327      0.125  
   576  2020/03/06 23:45:00     3.639      0.137  
   577  2020/03/07 00:00:00     4.001      0.153  
   578  2020/03/07 00:15:00     4.407      0.177  
   579  2020/03/07 00:30:00     4.828      0.191  
   580  2020/03/07 00:45:00     5.276      0.213  
   581  2020/03/07 01:00:00     5.740      0.240  
   582  2020/03/07 01:15:00     6.217      0.270  
   583  2020/03/07 01:30:00     6.695      0.295  
   584  2020/03/07 01:45:00     7.177      0.318  
   585  2020/03/07 02:00:00     7.646      0.328  
   586  2020/03/07 02:15:00     8.106      0.333  
   587  2020/03/07 02:30:00     8.542      0.327  
   588  2020/03/07 02:45:00     8.946      0.312  
   589  2020/03/07 03:00:00     9.301      0.280  
   590  2020/03/07 03:15:00     9.621      0.254  
   591  2020/03/07 03:30:00     9.890      0.227  
   592  2020/03/07 03:45:00    10.109      0.205  
   593  2020/03/07 04:00:00    10.270      0.185  
   594  2020/03/07 04:15:00    10.369      0.167  
   595  2020/03/07 04:30:00    10.396      0.145  
   596  2020/03/07 04:45:00    10.341      0.110  
   597  2020/03/07 05:00:00    10.216      0.076  
   598  2020/03/07 05:15:00    10.005      0.028  
   599  2020/03/07 05:30:00     9.732     -0.014  
   600  2020/03/07 05:45:00     9.431     -0.018  
   601  2020/03/07 06:00:00     9.075     -0.020  
   602  2020/03/07 06:15:00     8.682     -0.011  
   603  2020/03/07 06:30:00     8.243     -0.009  
   604  2020/03/07 06:45:00     7.768     -0.018  
   605  2020/03/07 07:00:00     7.285     -0.019  
   606  2020/03/07 07:15:00     6.770     -0.046  
   607  2020/03/07 07:30:00     6.253     -0.075  
   608  2020/03/07 07:45:00     5.736     -0.109  
   609  2020/03/07 08:00:00     5.233     -0.136  
   610  2020/03/07 08:15:00     4.733     -0.172  
   611  2020/03/07 08:30:00     4.271     -0.184  
   612  2020/03/07 08:45:00     3.851     -0.176  
   613  2020/03/07 09:00:00     3.456     -0.172  
   614  2020/03/07 09:15:00     3.109     -0.155  
   615  2020/03/07 09:30:00     2.814     -0.129  
   616  2020/03/07 09:45:00     2.577     -0.092  
   617  2020/03/07 10:00:00     2.386     -0.058  
   618  2020/03/07 10:15:00     2.234     -0.035  
   619  2020/03/07 10:30:00     2.185      0.039  
   620  2020/03/07 10:45:00     2.171      0.096  
   621  2020/03/07 11:00:00     2.245      0.182  
   622  2020/03/07 11:15:00     2.369      0.255  
   623  2020/03/07 11:30:00     2.545      0.313  
   624  2020/03/07 11:45:00     2.782      0.363  
   625  2020/03/07 12:00:00     3.053      0.381  
   626  2020/03/07 12:15:00     3.379      0.395  
   627  2020/03/07 12:30:00     3.752      0.406  
   628  2020/03/07 12:45:00     4.179      0.433  
   629  2020/03/07 13:00:00     4.628      0.454  
   630  2020/03/07 13:15:00     5.116      0.492  
   631  2020/03/07 13:30:00     5.628      0.537  
   632  2020/03/07 13:45:00     6.129      0.554  
   633  2020/03/07 14:00:00     6.646      0.572  
   634  2020/03/07 14:15:00     7.161      0.575  
   635  2020/03/07 14:30:00     7.668      0.564  
   636  2020/03/07 14:45:00     8.177      0.556  
   637  2020/03/07 15:00:00     8.663      0.534  
   638  2020/03/07 15:15:00     9.126      0.511  
   639  2020/03/07 15:30:00     9.542      0.473  
   640  2020/03/07 15:45:00     9.922      0.440  
   641  2020/03/07 16:00:00    10.265      0.419  
   642  2020/03/07 16:15:00    10.545      0.392  
   643  2020/03/07 16:30:00    10.768      0.373  
   644  2020/03/07 16:45:00    10.915      0.347  
   645  2020/03/07 17:00:00    10.986      0.322  
   646  2020/03/07 17:15:00    10.979      0.299  
   647  2020/03/07 17:30:00    10.865      0.252  
   648  2020/03/07 17:45:00    10.673      0.213  
   649  2020/03/07 18:00:00    10.400      0.175  
   650  2020/03/07 18:15:00    10.070      0.157  
   651  2020/03/07 18:30:00     9.695      0.163  
   652  2020/03/07 18:45:00     9.275      0.180  
   653  2020/03/07 19:00:00     8.791      0.178  
   654  2020/03/07 19:15:00     8.275      0.175  
   655  2020/03/07 19:30:00     7.760      0.192  
   656  2020/03/07 19:45:00     7.223      0.196  
   657  2020/03/07 20:00:00     6.688      0.206  
   658  2020/03/07 20:15:00     6.148      0.209  
   659  2020/03/07 20:30:00     5.605      0.203  
   660  2020/03/07 20:45:00     5.097      0.221  
   661  2020/03/07 21:00:00     4.605      0.237  
   662  2020/03/07 21:15:00     4.146      0.260  
   663  2020/03/07 21:30:00     3.729      0.292  
   664  2020/03/07 21:45:00     3.344      0.314  
   665  2020/03/07 22:00:00     2.991      0.323  
   666  2020/03/07 22:15:00     2.688      0.332  
   667  2020/03/07 22:30:00     2.450      0.354  
   668  2020/03/07 22:45:00     2.268      0.379  
   669  2020/03/07 23:00:00     2.149      0.409  
   670  2020/03/07 23:15:00     2.106      0.450  
   671  2020/03/07 23:30:00     2.168      0.524  
   672  2020/03/07 23:45:00     2.301      0.589  
   673  2020/03/08 00:00:00     2.529      0.666  
   674  2020/03/08 00:15:00     2.823      0.725  
   675  2020/03/08 00:30:00     3.142      0.732  
   676  2020/03/08 00:45:00     3.520      0.733  
   677  2020/03/08 01:00:00     3.927      0.711  
   678  2020/03/08 01:15:00     4.383      0.699  
   679  2020/03/08 01:30:00     4.880      0.698  
   680  2020/03/08 01:45:00     5.398      0.696  
   681  2020/03/08 02:00:00     5.937      0.695  
   682  2020/03/08 02:15:00     6.533      0.734  
   683  2020/03/08 02:30:00     7.109      0.738  
   684  2020/03/08 02:45:00     7.694      0.743  
   685  2020/03/08 03:00:00     8.266      0.734  
   686  2020/03/08 03:15:00     8.830      0.726  
   687  2020/03/08 03:30:00     9.358      0.701  
   688  2020/03/08 03:45:00     9.845      0.667  
   689  2020/03/08 04:00:00    10.294      0.636  
   690  2020/03/08 04:15:00    10.714      0.625  
   691  2020/03/08 04:30:00    11.030      0.569  
   692  2020/03/08 04:45:00    11.252      0.485  
   693  2020/03/08 05:00:00    11.419      0.420  
   694  2020/03/08 05:15:00    11.516      0.365  
   695  2020/03/08 05:30:00    11.524      0.308  
   696  2020/03/08 05:45:00    11.415      0.226  
   697  2020/03/08 06:00:00    11.226      0.157  
   698  2020/03/08 06:15:00    10.930      0.075  
   699  2020/03/08 06:30:00    10.561      0.007  
   700  2020/03/08 06:45:00    10.166     -0.006  
   701  2020/03/08 07:00:00     9.723      0.000  
   702  2020/03/08 07:15:00     9.233      0.013  
   703  2020/03/08 07:30:00     8.699      0.021  
   704  2020/03/08 07:45:00     8.161      0.050  
   705  2020/03/08 08:00:00     7.598      0.066  
   706  2020/03/08 08:15:00     7.027      0.079  
   707  2020/03/08 08:30:00     6.445      0.080  
   708  2020/03/08 08:45:00     5.885      0.096  
   709  2020/03/08 09:00:00     5.317      0.094  
   710  2020/03/08 09:15:00     4.792      0.119  
   711  2020/03/08 09:30:00     4.288      0.143  
   712  2020/03/08 09:45:00     3.821      0.174  
   713  2020/03/08 10:00:00     3.373      0.189  
   714  2020/03/08 10:15:00     2.963      0.202  
   715  2020/03/08 10:30:00     2.649      0.268  
   716  2020/03/08 10:45:00     2.365      0.319  
   717  2020/03/08 11:00:00     2.054      0.297  
   718  2020/03/08 11:15:00     1.822      0.302  
   719  2020/03/08 11:30:00     1.663      0.320  
   720  2020/03/08 11:45:00     1.598      0.360  
   721  2020/03/08 12:00:00     1.612      0.398  
   722  2020/03/08 12:15:00     1.714      0.434  
   723  2020/03/08 12:30:00     1.946      0.508  
   724  2020/03/08 12:45:00     2.239      0.554  
   725  2020/03/08 13:00:00     2.558      0.549  
   726  2020/03/08 13:15:00     2.942      0.544  
   727  2020/03/08 13:30:00     3.356      0.519  
   728  2020/03/08 13:45:00     3.827      0.511  
   729  2020/03/08 14:00:00     4.340      0.514  
   730  2020/03/08 14:15:00     4.880      0.516  
   731  2020/03/08 14:30:00     5.445      0.515  
   732  2020/03/08 14:45:00     6.027      0.508  
   733  2020/03/08 15:00:00     6.648      0.519  
   734  2020/03/08 15:15:00     7.263      0.510  
   735  2020/03/08 15:30:00     7.914      0.533  
   736  2020/03/08 15:45:00     8.486      0.483  
   737  2020/03/08 16:00:00     9.078      0.472  
   738  2020/03/08 16:15:00     9.633      0.452  
   739  2020/03/08 16:30:00    10.150      0.433  
   740  2020/03/08 16:45:00    10.634      0.431  
   741  2020/03/08 17:00:00    11.029      0.398  
   742  2020/03/08 17:15:00    11.363      0.375  
   743  2020/03/08 17:30:00    11.614      0.348  
   744  2020/03/08 17:45:00    11.793      0.339  
   745  2020/03/08 18:00:00    11.836      0.292  
   746  2020/03/08 18:15:00    11.793      0.264  
   747  2020/03/08 18:30:00    11.629      0.222  
   748  2020/03/08 18:45:00    11.357      0.176  
   749  2020/03/08 19:00:00    10.954      0.098  
   750  2020/03/08 19:15:00    10.548      0.104  
   751  2020/03/08 19:30:00    10.079      0.119  
   752  2020/03/08 19:45:00     9.550      0.131  
   753  2020/03/08 20:00:00     8.967      0.130  
   754  2020/03/08 20:15:00     8.354      0.123  
   755  2020/03/08 20:30:00     7.758      0.149  
   756  2020/03/08 20:45:00     7.156      0.173  
   757  2020/03/08 21:00:00     6.538      0.182  
   758  2020/03/08 21:15:00     5.900      0.163  
   759  2020/03/08 21:30:00     5.296      0.167  
   760  2020/03/08 21:45:00     4.723      0.183  
   761  2020/03/08 22:00:00     4.164      0.187  
   762  2020/03/08 22:15:00     3.663      0.216  
   763  2020/03/08 22:30:00     3.176      0.223  
   764  2020/03/08 22:45:00     2.739      0.240  
   765  2020/03/08 23:00:00     2.343      0.256  
   766  2020/03/08 23:15:00     1.985      0.265  
   767  2020/03/08 23:30:00     1.689      0.284  
   768  2020/03/08 23:45:00     1.461      0.309  
   769  2020/03/09 00:00:00     1.316      0.342  
   770  2020/03/09 00:15:00     1.261      0.375  
   771  2020/03/09 00:30:00     1.309      0.410  
   772  2020/03/09 00:45:00     1.453      0.434  
   773  2020/03/09 01:00:00     1.700      0.456  
   774  2020/03/09 01:15:00     2.077      0.514  
   775  2020/03/09 01:30:00     2.483      0.520  
   776  2020/03/09 01:45:00     2.840      0.413  
   777  2020/03/09 02:00:00     3.280      0.340  
   778  2020/03/09 02:15:00     3.834      0.342  
   779  2020/03/09 02:30:00     4.427      0.351  
   780  2020/03/09 02:45:00     5.034      0.346  
   781  2020/03/09 03:00:00     5.649      0.323  
   782  2020/03/09 03:15:00     6.309      0.324  
   783  2020/03/09 03:30:00     6.988      0.330  
   784  2020/03/09 03:45:00     7.681      0.346  
   785  2020/03/09 04:00:00     8.343      0.337  
   786  2020/03/09 04:15:00     8.962      0.304  
   787  2020/03/09 04:30:00     9.565      0.284  
   788  2020/03/09 04:45:00    10.122      0.258  
   789  2020/03/09 05:00:00    10.627      0.229  
   790  2020/03/09 05:15:00    11.068      0.195  
   791  2020/03/09 05:30:00    11.463      0.185  
   792  2020/03/09 05:45:00    11.786      0.185  
   793  2020/03/09 06:00:00    12.005      0.172  
   794  2020/03/09 06:15:00    12.125      0.163  
   795  2020/03/09 06:30:00    12.129      0.147  
   796  2020/03/09 06:45:00    12.026      0.137  
   797  2020/03/09 07:00:00    11.791      0.108  
   798  2020/03/09 07:15:00    11.431      0.061  
   799  2020/03/09 07:30:00    10.986      0.024  
   800  2020/03/09 07:45:00    10.514      0.042  
   801  2020/03/09 08:00:00     9.990      0.071  
   802  2020/03/09 08:15:00     9.405      0.085  
   803  2020/03/09 08:30:00     8.785      0.093  
   804  2020/03/09 08:45:00     8.164      0.116  
   805  2020/03/09 09:00:00     7.540      0.141  
   806  2020/03/09 09:15:00     6.898      0.145  
   807  2020/03/09 09:30:00     6.240      0.126  
   808  2020/03/09 09:45:00     5.592      0.105  
   809  2020/03/09 10:00:00     4.973      0.095  
   810  2020/03/09 10:15:00     4.365      0.072  
   811  2020/03/09 10:30:00     3.820      0.086  
   812  2020/03/09 10:45:00     3.285      0.079  
   813  2020/03/09 11:00:00     2.778      0.068  
   814  2020/03/09 11:15:00     2.317      0.071  
   815  2020/03/09 11:30:00     1.904      0.086  
   816  2020/03/09 11:45:00     1.554      0.123  
   817  2020/03/09 12:00:00     1.249      0.154  
   818  2020/03/09 12:15:00     1.005      0.178  
   819  2020/03/09 12:30:00     0.823      0.179  
   820  2020/03/09 12:45:00     0.752      0.192  
   821  2020/03/09 13:00:00     0.786      0.200  
   822  2020/03/09 13:15:00     0.925      0.202  
   823  2020/03/09 13:30:00     1.192      0.227  
   824  2020/03/09 13:45:00     1.542      0.245  
   825  2020/03/09 14:00:00     1.913      0.209  
   826  2020/03/09 14:15:00     2.342      0.171  
   827  2020/03/09 14:30:00     2.846      0.162  
   828  2020/03/09 14:45:00     3.402      0.163  
   829  2020/03/09 15:00:00     3.994      0.163  
   830  2020/03/09 15:15:00     4.625      0.166  
   831  2020/03/09 15:30:00     5.287      0.169  
   832  2020/03/09 15:45:00     5.973      0.169  
   833  2020/03/09 16:00:00     6.692      0.185  
   834  2020/03/09 16:15:00     7.440      0.223  
   835  2020/03/09 16:30:00     8.186      0.264  
   836  2020/03/09 16:45:00     8.903      0.292  
   837  2020/03/09 17:00:00     9.582      0.309  
   838  2020/03/09 17:15:00    10.239      0.341  
   839  2020/03/09 17:30:00    10.834      0.359  
   840  2020/03/09 17:45:00    11.363      0.373  
   841  2020/03/09 18:00:00    11.802      0.372  
   842  2020/03/09 18:15:00    12.165      0.383  
   843  2020/03/09 18:30:00    12.426      0.395  
   844  2020/03/09 18:45:00    12.586      0.420  
   845  2020/03/09 19:00:00    12.617      0.437  
   846  2020/03/09 19:15:00    12.524      0.454  
   847  2020/03/09 19:30:00    12.294      0.455  
   848  2020/03/09 19:45:00    11.904      0.409  
   849  2020/03/09 20:00:00    11.398      0.346  
   850  2020/03/09 20:15:00    10.846      0.319  
   851  2020/03/09 20:30:00    10.266      0.326  
   852  2020/03/09 20:45:00     9.657      0.348  
   853  2020/03/09 21:00:00     9.000      0.350  
   854  2020/03/09 21:15:00     8.323      0.347  
   855  2020/03/09 21:30:00     7.665      0.368  
   856  2020/03/09 21:45:00     7.018      0.398  
   857  2020/03/09 22:00:00     6.344      0.392  
   858  2020/03/09 22:15:00     5.677      0.379  
   859  2020/03/09 22:30:00     5.022      0.358  
   860  2020/03/09 22:45:00     4.410      0.355  
   861  2020/03/09 23:00:00     3.843      0.370  
   862  2020/03/09 23:15:00     3.314      0.394  
   863  2020/03/09 23:30:00     2.789      0.392  
   864  2020/03/09 23:45:00     2.330      0.422  
   865  2020/03/10 00:00:00     1.906      0.449  
   866  2020/03/10 00:15:00     1.544      0.487  
   867  2020/03/10 00:30:00     1.241      0.516  
   868  2020/03/10 00:45:00     1.016      0.536  
   869  2020/03/10 01:00:00     0.862      0.520  
   870  2020/03/10 01:15:00     0.802      0.480  
   871  2020/03/10 01:30:00     0.877      0.450  
   872  2020/03/10 01:45:00     1.106      0.456  
   873  2020/03/10 02:00:00     1.484      0.504  
   874  2020/03/10 02:15:00     1.929      0.532  
   875  2020/03/10 02:30:00     2.430      0.544  
   876  2020/03/10 02:45:00     2.959      0.529  
   877  2020/03/10 03:00:00     3.524      0.504  
   878  2020/03/10 03:15:00     4.109      0.458  
   879  2020/03/10 03:30:00     4.732      0.414  
   880  2020/03/10 03:45:00     5.410      0.392  
   881  2020/03/10 04:00:00     6.122      0.379  
   882  2020/03/10 04:15:00     6.868      0.384  
   883  2020/03/10 04:30:00     7.632      0.402  
   884  2020/03/10 04:45:00     8.371      0.401  
   885  2020/03/10 05:00:00     9.091      0.399  
   886  2020/03/10 05:15:00     9.766      0.381  
   887  2020/03/10 05:30:00    10.422      0.382  
   888  2020/03/10 05:45:00    11.016      0.370  
   889  2020/03/10 06:00:00    11.527      0.336  
   890  2020/03/10 06:15:00    11.969      0.308  
   891  2020/03/10 06:30:00    12.313      0.270  
   892  2020/03/10 06:45:00    12.585      0.262  
   893  2020/03/10 07:00:00    12.745      0.256  
   894  2020/03/10 07:15:00    12.771      0.240  
   895  2020/03/10 07:30:00    12.671      0.226  
   896  2020/03/10 07:45:00    12.433      0.199  
   897  2020/03/10 08:00:00    12.072      0.167  
   898  2020/03/10 08:15:00    11.617      0.146  
   899  2020/03/10 08:30:00    11.102      0.153  
   900  2020/03/10 08:45:00    10.548      0.189  
   901  2020/03/10 09:00:00     9.927      0.207  
   902  2020/03/10 09:15:00     9.274      0.222  
   903  2020/03/10 09:30:00     8.614      0.247  
   904  2020/03/10 09:45:00     7.960      0.282  
   905  2020/03/10 10:00:00     7.293      0.300  
   906  2020/03/10 10:15:00     6.582      0.264  
   907  2020/03/10 10:30:00     5.925      0.268  
   908  2020/03/10 10:45:00     5.271      0.255  
   909  2020/03/10 11:00:00     4.638      0.242  
   910  2020/03/10 11:15:00     4.054      0.254  
   911  2020/03/10 11:30:00     3.476      0.249  
   912  2020/03/10 11:45:00     2.943      0.266  
   913  2020/03/10 12:00:00     2.441      0.291  
   914  2020/03/10 12:15:00     1.988      0.336  
   915  2020/03/10 12:30:00     1.593      0.400  
   916  2020/03/10 12:45:00     1.230      0.440  
   917  2020/03/10 13:00:00     0.943      0.479  
   918  2020/03/10 13:15:00     0.714      0.477  
   919  2020/03/10 13:30:00     0.574      0.449  
   920  2020/03/10 13:45:00     0.531      0.395  
   921  2020/03/10 14:00:00     0.656      0.386  
   922  2020/03/10 14:15:00     0.905      0.388  
   923  2020/03/10 14:30:00     1.283      0.424  
   924  2020/03/10 14:45:00     1.714      0.433  
   925  2020/03/10 15:00:00     2.194      0.428  
   926  2020/03/10 15:15:00     2.726      0.420  
   927  2020/03/10 15:30:00     3.319      0.425  
   928  2020/03/10 15:45:00     3.928      0.401  
   929  2020/03/10 16:00:00     4.568      0.365  
   930  2020/03/10 16:15:00     5.269      0.354  
   931  2020/03/10 16:30:00     6.013      0.357  
   932  2020/03/10 16:45:00     6.758      0.342  
   933  2020/03/10 17:00:00     7.530      0.349  
   934  2020/03/10 17:15:00     8.284      0.343  
   935  2020/03/10 17:30:00     9.005      0.320  
   936  2020/03/10 17:45:00     9.698      0.295  
   937  2020/03/10 18:00:00    10.367      0.285  
   938  2020/03/10 18:15:00    10.997      0.285  
   939  2020/03/10 18:30:00    11.531      0.255  
   940  2020/03/10 18:45:00    11.993      0.233  
   941  2020/03/10 19:00:00    12.372      0.226  
   942  2020/03/10 19:15:00    12.666      0.247  
   943  2020/03/10 19:30:00    12.828      0.262  
   944  2020/03/10 19:45:00    12.852      0.271  
   945  2020/03/10 20:00:00    12.722      0.260  
   946  2020/03/10 20:15:00    12.433      0.221  
   947  2020/03/10 20:30:00    12.004      0.160  
   948  2020/03/10 20:45:00    11.512      0.139  
   949  2020/03/10 21:00:00    10.957      0.140  
   950  2020/03/10 21:15:00    10.352      0.155  
   951  2020/03/10 21:30:00     9.689      0.156  
   952  2020/03/10 21:45:00     8.982      0.141  
   953  2020/03/10 22:00:00     8.284      0.150  
   954  2020/03/10 22:15:00     7.602      0.178  
   955  2020/03/10 22:30:00     6.905      0.187  
   956  2020/03/10 22:45:00     6.185      0.163  
   957  2020/03/10 23:00:00     5.498      0.155  
   958  2020/03/10 23:15:00     4.826      0.142  
   959  2020/03/10 23:30:00     4.186      0.139  
   960  2020/03/10 23:45:00     3.575      0.143  
   961  2020/03/11 00:00:00     3.001      0.161  
   962  2020/03/11 00:15:00     2.456      0.185  
   963  2020/03/11 00:30:00     1.949      0.219  
   964  2020/03/11 00:45:00     1.493      0.265  
   965  2020/03/11 01:00:00     1.087      0.306  
   966  2020/03/11 01:15:00     0.739      0.328  
   967  2020/03/11 01:30:00     0.452      0.311  
   968  2020/03/11 01:45:00     0.237      0.246  
   969  2020/03/11 02:00:00     0.120      0.148  
   970  2020/03/11 02:15:00     0.153      0.068  
   971  2020/03/11 02:30:00     0.375      0.053  
   972  2020/03/11 02:45:00     0.810      0.144  
   973  2020/03/11 03:00:00     1.301      0.202  
   974  2020/03/11 03:15:00     1.778      0.174  
   975  2020/03/11 03:30:00     2.299      0.130  
   976  2020/03/11 03:45:00     2.922      0.137  
   977  2020/03/11 04:00:00     3.584      0.136  
   978  2020/03/11 04:15:00     4.271      0.117  
   979  2020/03/11 04:30:00     4.997      0.101  
   980  2020/03/11 04:45:00     5.774      0.109  
   981  2020/03/11 05:00:00     6.572      0.121  
   982  2020/03/11 05:15:00     7.397      0.157  
   983  2020/03/11 05:30:00     8.234      0.212  
   984  2020/03/11 05:45:00     9.045      0.261  
   985  2020/03/11 06:00:00     9.803      0.287  
   986  2020/03/11 06:15:00    10.508      0.298  
   987  2020/03/11 06:30:00    11.154      0.302  
   988  2020/03/11 06:45:00    11.733      0.302  
   989  2020/03/11 07:00:00    12.229      0.299  
   990  2020/03/11 07:15:00    12.633      0.299  
   991  2020/03/11 07:30:00    12.954      0.327  
   992  2020/03/11 07:45:00    13.148      0.351  
   993  2020/03/11 08:00:00    13.217      0.381  
   994  2020/03/11 08:15:00    13.125      0.386  
   995  2020/03/11 08:30:00    12.859      0.347  
   996  2020/03/11 08:45:00    12.433      0.270  
   997  2020/03/11 09:00:00    11.920      0.213  
   998  2020/03/11 09:15:00    11.348      0.185  
   999  2020/03/11 09:30:00    10.757      0.206  
  1000  2020/03/11 09:45:00    10.085      0.194  
  1001  2020/03/11 10:00:00     9.379      0.179  
  1002  2020/03/11 10:15:00     8.647      0.154  
  1003  2020/03/11 10:30:00     7.959      0.177  
  1004  2020/03/11 10:45:00     7.255      0.181  
  1005  2020/03/11 11:00:00     6.536      0.158  
  1006  2020/03/11 11:15:00     5.812      0.115  
  1007  2020/03/11 11:30:00     5.123      0.087  
  1008  2020/03/11 11:45:00     4.483      0.088  
  1009  2020/03/11 12:00:00     3.864      0.089  
  1010  2020/03/11 12:15:00     3.272      0.099  
  1011  2020/03/11 12:30:00     2.711      0.123  
  1012  2020/03/11 12:45:00     2.183      0.158  
  1013  2020/03/11 13:00:00     1.713      0.222  
  1014  2020/03/11 13:15:00     1.296      0.295  
  1015  2020/03/11 13:30:00     0.932      0.354  
  1016  2020/03/11 13:45:00     0.625      0.381  
  1017  2020/03/11 14:00:00     0.385      0.365  
  1018  2020/03/11 14:15:00     0.250      0.329  
  1019  2020/03/11 14:30:00     0.250      0.299  
  1020  2020/03/11 14:45:00     0.436      0.332  
  1021  2020/03/11 15:00:00     0.748      0.380  
  1022  2020/03/11 15:15:00     1.154      0.429  
  1023  2020/03/11 15:30:00     1.611      0.452  
  1024  2020/03/11 15:45:00     2.117      0.458  
  1025  2020/03/11 16:00:00     2.662      0.447  
  1026  2020/03/11 16:15:00     3.278      0.452  
  1027  2020/03/11 16:30:00     3.932      0.446  
  1028  2020/03/11 16:45:00     4.594      0.402  
  1029  2020/03/11 17:00:00     5.313      0.377  
  1030  2020/03/11 17:15:00     6.076      0.368  
  1031  2020/03/11 17:30:00     6.874      0.379  
  1032  2020/03/11 17:45:00     7.704      0.418  
  1033  2020/03/11 18:00:00     8.534      0.466  
  1034  2020/03/11 18:15:00     9.314      0.482  
  1035  2020/03/11 18:30:00    10.066      0.499  
  1036  2020/03/11 18:45:00    10.786      0.525  
  1037  2020/03/11 19:00:00    11.452      0.551  
  1038  2020/03/11 19:15:00    12.038      0.567  
  1039  2020/03/11 19:30:00    12.520      0.566  
  1040  2020/03/11 19:45:00    12.915      0.583  
  1041  2020/03/11 20:00:00    13.207      0.616  
  1042  2020/03/11 20:15:00    13.380      0.662  
  1043  2020/03/11 20:30:00    13.421      0.712  
  1044  2020/03/11 20:45:00    13.297      0.734  
  1045  2020/03/11 21:00:00    13.041      0.753  
  1046  2020/03/11 21:15:00    12.625      0.729  
  1047  2020/03/11 21:30:00    12.089      0.686  
  1048  2020/03/11 21:45:00    11.507      0.678  
  1049  2020/03/11 22:00:00    10.869      0.675  
  1050  2020/03/11 22:15:00    10.174      0.660  
  1051  2020/03/11 22:30:00     9.429      0.621  
  1052  2020/03/11 22:45:00     8.736      0.649  
  1053  2020/03/11 23:00:00     8.017      0.655  
  1054  2020/03/11 23:15:00     7.309      0.666  
  1055  2020/03/11 23:30:00     6.614      0.678  
  1056  2020/03/11 23:45:00     5.903      0.657  
  1057  2020/03/12 00:00:00     5.192      0.616  
  1058  2020/03/12 00:15:00     4.552      0.625  
  1059  2020/03/12 00:30:00     3.937      0.639  
  1060  2020/03/12 00:45:00     3.328      0.638  
  1061  2020/03/12 01:00:00     2.722      0.618  
  1062  2020/03/12 01:15:00     2.169      0.619  
  1063  2020/03/12 01:30:00     1.748      0.707  
  1064  2020/03/12 01:45:00     1.432      0.834  
  1065  2020/03/12 02:00:00     1.090      0.846  
  1066  2020/03/12 02:15:00     0.768      0.767  
  1067  2020/03/12 02:30:00     0.574      0.690  
  1068  2020/03/12 02:45:00     0.479      0.579  
  1069  2020/03/12 03:00:00     0.484      0.438  
  1070  2020/03/12 03:15:00     0.603      0.295  
  1071  2020/03/12 03:30:00     0.890      0.221  
  1072  2020/03/12 03:45:00     1.316      0.203  
  1073  2020/03/12 04:00:00     1.815      0.189  
  1074  2020/03/12 04:15:00     2.387      0.188  
  1075  2020/03/12 04:30:00     3.018      0.193  
  1076  2020/03/12 04:45:00     3.673      0.172  
  1077  2020/03/12 05:00:00     4.341      0.119  
  1078  2020/03/12 05:15:00     5.083      0.103  
  1079  2020/03/12 05:30:00     5.886      0.123  
  1080  2020/03/12 05:45:00     6.777      0.217  
  1081  2020/03/12 06:00:00     7.596      0.239  
  1082  2020/03/12 06:15:00     8.395      0.252  
  1083  2020/03/12 06:30:00     9.187      0.280  
  1084  2020/03/12 06:45:00     9.915      0.275  
  1085  2020/03/12 07:00:00    10.623      0.291  
  1086  2020/03/12 07:15:00    11.285      0.316  
  1087  2020/03/12 07:30:00    11.901      0.362  
  1088  2020/03/12 07:45:00    12.401      0.375  
  1089  2020/03/12 08:00:00    12.749      0.337  
  1090  2020/03/12 08:15:00    13.028      0.345  
  1091  2020/03/12 08:30:00    13.202      0.374  
  1092  2020/03/12 08:45:00    13.221      0.382  
