# Port:              P074
# Site:              St. Helier(Jersey)
# Latitude:          49.18333
# Longitude:         -2.11667
# Start Date:        01FEB2020-00.00.00
# End Date:          29FEB2020-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVBG02 = Surface elevation (unspecified datum) of the water body by bubbler tide gauge (second sensor)
# Cycle    Date      Time    ASLVBG02   Residual  


Number  yyyy mm dd hh mi ssf        f          f 
  2445  2020/02/26 11:00:00     6.472     -0.046  
  2446  2020/02/26 11:15:00     5.975     -0.030  
  2447  2020/02/26 11:30:00     5.500     -0.001  
  2448  2020/02/26 11:45:00     5.008     -0.005  
  2449  2020/02/26 12:00:00     4.551      0.007  
  2450  2020/02/26 12:15:00     4.116      0.018  
  2451  2020/02/26 12:30:00     3.701      0.023  
  2452  2020/02/26 12:45:00     3.333      0.045  
  2453  2020/02/26 13:00:00     2.960      0.029  
  2454  2020/02/26 13:15:00     2.643      0.032  
  2455  2020/02/26 13:30:00     2.359      0.028  
  2456  2020/02/26 13:45:00     2.104      0.008  
  2457  2020/02/26 14:00:00     1.932      0.024  
  2458  2020/02/26 14:15:00     1.791      0.019  
  2459  2020/02/26 14:30:00     1.699      0.008  
  2460  2020/02/26 14:45:00     1.678      0.008  
  2461  2020/02/26 15:00:00     1.717      0.003  
  2462  2020/02/26 15:15:00     1.817     -0.010  
  2463  2020/02/26 15:30:00     1.999     -0.013  
  2464  2020/02/26 15:45:00     2.252     -0.018  
  2465  2020/02/26 16:00:00     2.568     -0.031  
  2466  2020/02/26 16:15:00     2.971     -0.026  
  2467  2020/02/26 16:30:00     3.416     -0.043  
  2468  2020/02/26 16:45:00     3.922     -0.054  
  2469  2020/02/26 17:00:00     4.493     -0.048  
  2470  2020/02/26 17:15:00     5.084     -0.060  
  2471  2020/02/26 17:30:00     5.709     -0.064  
  2472  2020/02/26 17:45:00     6.347     -0.067  
  2473  2020/02/26 18:00:00     6.974     -0.077  
  2474  2020/02/26 18:15:00     7.585     -0.083  
  2475  2020/02/26 18:30:00     8.175     -0.073  
  2476  2020/02/26 18:45:00     8.695     -0.083  
  2477  2020/02/26 19:00:00     9.191     -0.053  
  2478  2020/02/26 19:15:00     9.580     -0.057  
  2479  2020/02/26 19:30:00     9.896     -0.055  
  2480  2020/02/26 19:45:00    10.109     -0.073  
  2481  2020/02/26 20:00:00    10.268     -0.061  
  2482  2020/02/26 20:15:00    10.349     -0.042  
  2483  2020/02/26 20:30:00    10.343     -0.028  
  2484  2020/02/26 20:45:00    10.252     -0.020  
  2485  2020/02/26 21:00:00    10.082     -0.016  
  2486  2020/02/26 21:15:00     9.841     -0.013  
  2487  2020/02/26 21:30:00     9.550      0.002  
  2488  2020/02/26 21:45:00     9.212      0.025  
  2489  2020/02/26 22:00:00     8.809      0.028  
  2490  2020/02/26 22:15:00     8.377      0.039  
  2491  2020/02/26 22:30:00     7.910      0.042  
  2492  2020/02/26 22:45:00     7.439      0.059  
  2493  2020/02/26 23:00:00     6.952      0.069  
  2494  2020/02/26 23:15:00     6.482      0.097  
  2495  2020/02/26 23:30:00     5.990      0.097  
  2496  2020/02/26 23:45:00     5.515      0.103  
  2497  2020/02/27 00:00:00     5.060      0.113  
  2498  2020/02/27 00:15:00     4.602      0.101  
  2499  2020/02/27 00:30:00     4.188      0.109  
  2500  2020/02/27 00:45:00     3.764      0.082  
  2501  2020/02/27 01:00:00     3.421      0.105  
  2502  2020/02/27 01:15:00     3.072      0.089  
  2503  2020/02/27 01:30:00     2.778      0.091  
  2504  2020/02/27 01:45:00     2.497      0.065  
  2505  2020/02/27 02:00:00     2.298      0.077  
  2506  2020/02/27 02:15:00     2.115      0.057  
  2507  2020/02/27 02:30:00     2.045      0.098  
  2508  2020/02/27 02:45:00     1.953      0.063  
  2509  2020/02/27 03:00:00     2.006      0.114  
  2510  2020/02/27 03:15:00     2.099      0.140  
  2511  2020/02/27 03:30:00     2.231      0.139  
  2512  2020/02/27 03:45:00     2.456      0.161  
  2513  2020/02/27 04:00:00     2.760      0.191  
  2514  2020/02/27 04:15:00     3.113      0.202  
  2515  2020/02/27 04:30:00     3.561      0.242  
  2516  2020/02/27 04:45:00     4.071      0.286  
  2517  2020/02/27 05:00:00     4.636      0.333  
  2518  2020/02/27 05:15:00     5.214      0.349  
  2519  2020/02/27 05:30:00     5.824      0.364  
  2520  2020/02/27 05:45:00     6.484      0.408  
  2521  2020/02/27 06:00:00     7.165      0.465  
  2522  2020/02/27 06:15:00     7.848      0.530  
  2523  2020/02/27 06:30:00     8.461      0.548  
  2524  2020/02/27 06:45:00     9.064      0.594  
  2525  2020/02/27 07:00:00     9.594      0.618  
  2526  2020/02/27 07:15:00    10.037      0.618  
  2527  2020/02/27 07:30:00    10.428      0.639  
  2528  2020/02/27 07:45:00    10.709      0.627  
  2529  2020/02/27 08:00:00    10.883      0.589  
  2530  2020/02/27 08:15:00    10.996      0.571  
  2531  2020/02/27 08:30:00    11.032      0.558  
  2532  2020/02/27 08:45:00    10.962      0.519  
  2533  2020/02/27 09:00:00    10.815      0.478  
  2534  2020/02/27 09:15:00    10.587      0.429  
  2535  2020/02/27 09:30:00    10.297      0.385  
  2536  2020/02/27 09:45:00     9.977      0.371  
  2537  2020/02/27 10:00:00     9.563      0.315  
  2538  2020/02/27 10:15:00     9.142      0.298  
  2539  2020/02/27 10:30:00     8.648      0.245  
  2540  2020/02/27 10:45:00     8.168      0.233  
  2541  2020/02/27 11:00:00     7.633      0.185  
  2542  2020/02/27 11:15:00     7.107      0.156  
  2543  2020/02/27 11:30:00     6.587      0.136  
  2544  2020/02/27 11:45:00     6.069      0.113  
  2545  2020/02/27 12:00:00     5.557      0.087  
  2546  2020/02/27 12:15:00     5.089      0.089  
  2547  2020/02/27 12:30:00     4.638      0.090  
  2548  2020/02/27 12:45:00     4.188      0.070  
  2549  2020/02/27 13:00:00     3.770      0.056  
  2550  2020/02/27 13:15:00     3.392      0.053  
  2551  2020/02/27 13:30:00     3.067      0.070  
  2552  2020/02/27 13:45:00     2.768      0.075  
  2553  2020/02/27 14:00:00     2.485      0.055  
  2554  2020/02/27 14:15:00     2.271      0.059  
  2555  2020/02/27 14:30:00     2.104      0.062  
  2556  2020/02/27 14:45:00     1.977      0.054  
  2557  2020/02/27 15:00:00     1.919      0.060  
  2558  2020/02/27 15:15:00     1.904      0.049  
  2559  2020/02/27 15:30:00     1.959      0.045  
  2560  2020/02/27 15:45:00     2.069      0.030  
  2561  2020/02/27 16:00:00     2.265      0.031  
  2562  2020/02/27 16:15:00     2.527      0.028  
  2563  2020/02/27 16:30:00     2.850      0.018  
  2564  2020/02/27 16:45:00     3.234      0.004  
  2565  2020/02/27 17:00:00     3.688      0.002  
  2566  2020/02/27 17:15:00     4.197      0.004  
  2567  2020/02/27 17:30:00     4.738     -0.006  
  2568  2020/02/27 17:45:00     5.299     -0.027  
  2569  2020/02/27 18:00:00     5.912     -0.017  
  2570  2020/02/27 18:15:00     6.533     -0.007  
  2571  2020/02/27 18:30:00     7.145      0.001  
  2572  2020/02/27 18:45:00     7.728      0.003  
  2573  2020/02/27 19:00:00     8.265     -0.003  
  2574  2020/02/27 19:15:00     8.757     -0.004  
  2575  2020/02/27 19:30:00     9.192      0.002  
  2576  2020/02/27 19:45:00     9.562      0.014  
  2577  2020/02/27 20:00:00     9.827     -0.002  
  2578  2020/02/27 20:15:00    10.036      0.007  
  2579  2020/02/27 20:30:00    10.164      0.015  
  2580  2020/02/27 20:45:00    10.208      0.018  
  2581  2020/02/27 21:00:00    10.170      0.017  
  2582  2020/02/27 21:15:00    10.058      0.016  
  2583  2020/02/27 21:30:00     9.876      0.014  
  2584  2020/02/27 21:45:00     9.640      0.021  
  2585  2020/02/27 22:00:00     9.343      0.024  
  2586  2020/02/27 22:15:00     8.984      0.015  
  2587  2020/02/27 22:30:00     8.588      0.011  
  2588  2020/02/27 22:45:00     8.165      0.012  
  2589  2020/02/27 23:00:00     7.735      0.031  
  2590  2020/02/27 23:15:00     7.282      0.043  
  2591  2020/02/27 23:30:00     6.811      0.046  
  2592  2020/02/27 23:45:00     6.350      0.058  
  2593  2020/02/28 00:00:00     5.882      0.057  
  2594  2020/02/28 00:15:00     5.423      0.054  
  2595  2020/02/28 00:30:00     5.009      0.080  
  2596  2020/02/28 00:45:00     4.591      0.082  
  2597  2020/02/28 01:00:00     4.197      0.086  
  2598  2020/02/28 01:15:00     3.806      0.067  
  2599  2020/02/28 01:30:00     3.461      0.065  
  2600  2020/02/28 01:45:00     3.157      0.071  
  2601  2020/02/28 02:00:00     2.885      0.072  
  2602  2020/02/28 02:15:00     2.644      0.064  
  2603  2020/02/28 02:30:00     2.442      0.050  
  2604  2020/02/28 02:45:00     2.277      0.027  
  2605  2020/02/28 03:00:00     2.200      0.041  
  2606  2020/02/28 03:15:00     2.150      0.029  
  2607  2020/02/28 03:30:00     2.191      0.051  
  2608  2020/02/28 03:45:00     2.239      0.020  
  2609  2020/02/28 04:00:00     2.383      0.021  
  2610  2020/02/28 04:15:00     2.582      0.012  
  2611  2020/02/28 04:30:00     2.857      0.013  
  2612  2020/02/28 04:45:00     3.209      0.027  
  2613  2020/02/28 05:00:00     3.610      0.031  
  2614  2020/02/28 05:15:00     4.064      0.034  
  2615  2020/02/28 05:30:00     4.579      0.052  
  2616  2020/02/28 05:45:00     5.116      0.055  
  2617  2020/02/28 06:00:00     5.698      0.076  
  2618  2020/02/28 06:15:00     6.295      0.096  
  2619  2020/02/28 06:30:00     6.892      0.112  
  2620  2020/02/28 06:45:00     7.483      0.132  
  2621  2020/02/28 07:00:00     8.059      0.162  
  2622  2020/02/28 07:15:00     8.553      0.148  
  2623  2020/02/28 07:30:00     9.029      0.168  
  2624  2020/02/28 07:45:00     9.442      0.185  
  2625  2020/02/28 08:00:00     9.767      0.184  
  2626  2020/02/28 08:15:00    10.044      0.209  
  2627  2020/02/28 08:30:00    10.226      0.214  
  2628  2020/02/28 08:45:00    10.328      0.215  
  2629  2020/02/28 09:00:00    10.372      0.233  
  2630  2020/02/28 09:15:00    10.337      0.244  
  2631  2020/02/28 09:30:00    10.245      0.266  
  2632  2020/02/28 09:45:00    10.058      0.257  
  2633  2020/02/28 10:00:00     9.822      0.258  
  2634  2020/02/28 10:15:00     9.531      0.256  
  2635  2020/02/28 10:30:00     9.193      0.255  
  2636  2020/02/28 10:45:00     8.836      0.273  
  2637  2020/02/28 11:00:00     8.422      0.267  
  2638  2020/02/28 11:15:00     7.988      0.265  
  2639  2020/02/28 11:30:00     7.554      0.280  
  2640  2020/02/28 11:45:00     7.104      0.289  
  2641  2020/02/28 12:00:00     6.644      0.290  
  2642  2020/02/28 12:15:00     6.191      0.293  
  2643  2020/02/28 12:30:00     5.739      0.289  
  2644  2020/02/28 12:45:00     5.310      0.293  
  2645  2020/02/28 13:00:00     4.900      0.299  
  2646  2020/02/28 13:15:00     4.509      0.303  
  2647  2020/02/28 13:30:00     4.117      0.282  
  2648  2020/02/28 13:45:00     3.778      0.287  
  2649  2020/02/28 14:00:00     3.480      0.301  
  2650  2020/02/28 14:15:00     3.196      0.293  
  2651  2020/02/28 14:30:00     2.968      0.301  
  2652  2020/02/28 14:45:00     2.768      0.293  
  2653  2020/02/28 15:00:00     2.617      0.288  
  2654  2020/02/28 15:15:00     2.531      0.298  
  2655  2020/02/28 15:30:00     2.487      0.298  
  2656  2020/02/28 15:45:00     2.504      0.303  
  2657  2020/02/28 16:00:00     2.553      0.281  
  2658  2020/02/28 16:15:00     2.689      0.285  
  2659  2020/02/28 16:30:00     2.876      0.275  
  2660  2020/02/28 16:45:00     3.138      0.276  
  2661  2020/02/28 17:00:00     3.464      0.279  
  2662  2020/02/28 17:15:00     3.850      0.283  
  2663  2020/02/28 17:30:00     4.293      0.292  
  2664  2020/02/28 17:45:00     4.758      0.278  
  2665  2020/02/28 18:00:00     5.266      0.271  
  2666  2020/02/28 18:15:00     5.830      0.293  
  2667  2020/02/28 18:30:00     6.394      0.301  
  2668  2020/02/28 18:45:00     6.968      0.315  
  2669  2020/02/28 19:00:00     7.536      0.334  
  2670  2020/02/28 19:15:00     8.068      0.340  
  2671  2020/02/28 19:30:00     8.535      0.320  
  2672  2020/02/28 19:45:00     8.981      0.329  
  2673  2020/02/28 20:00:00     9.357      0.329  
  2674  2020/02/28 20:15:00     9.665      0.329  
  2675  2020/02/28 20:30:00     9.897      0.325  
  2676  2020/02/28 20:45:00    10.063      0.330  
  2677  2020/02/28 21:00:00    10.145      0.325  
  2678  2020/02/28 21:15:00    10.156      0.321  
  2679  2020/02/28 21:30:00    10.123      0.343  
  2680  2020/02/28 21:45:00     9.993      0.333  
  2681  2020/02/28 22:00:00     9.800      0.321  
  2682  2020/02/28 22:15:00     9.575      0.331  
  2683  2020/02/28 22:30:00     9.290      0.330  
  2684  2020/02/28 22:45:00     8.958      0.325  
  2685  2020/02/28 23:00:00     8.601      0.329  
  2686  2020/02/28 23:15:00     8.201      0.317  
  2687  2020/02/28 23:30:00     7.810      0.335  
  2688  2020/02/28 23:45:00     7.397      0.345  
  2689  2020/02/29 00:00:00     6.969      0.346  
  2690  2020/02/29 00:15:00     6.538      0.343  
  2691  2020/02/29 00:30:00     6.154      0.382  
  2692  2020/02/29 00:45:00     5.733      0.371  
  2693  2020/02/29 01:00:00     5.356      0.390  
  2694  2020/02/29 01:15:00     4.979      0.390  
  2695  2020/02/29 01:30:00     4.591      0.357  
  2696  2020/02/29 01:45:00     4.269      0.367  
  2697  2020/02/29 02:00:00     3.991      0.394  
  2698  2020/02/29 02:15:00     3.716      0.393  
  2699  2020/02/29 02:30:00     3.498      0.415  
  2700  2020/02/29 02:45:00     3.271      0.390  
  2701  2020/02/29 03:00:00     3.107      0.387  
  2702  2020/02/29 03:15:00     3.003      0.399  
  2703  2020/02/29 03:30:00     2.962      0.427  
  2704  2020/02/29 03:45:00     2.960      0.445  
  2705  2020/02/29 04:00:00     2.979      0.432  
  2706  2020/02/29 04:15:00     3.058      0.426  
  2707  2020/02/29 04:30:00     3.206      0.431  
  2708  2020/02/29 04:45:00     3.413      0.437  
  2709  2020/02/29 05:00:00     3.695      0.459  
  2710  2020/02/29 05:15:00     4.022      0.470  
  2711  2020/02/29 05:30:00     4.406      0.485  
  2712  2020/02/29 05:45:00     4.828      0.492  
  2713  2020/02/29 06:00:00     5.310      0.519  
  2714  2020/02/29 06:15:00     5.853      0.577  
  2715  2020/02/29 06:30:00     6.286      0.503  
  2716  2020/02/29 06:45:00     6.806      0.506  
  2717  2020/02/29 07:00:00     7.357      0.540  
  2718  2020/02/29 07:15:00     7.917      0.595  
  2719  2020/02/29 07:30:00     8.406      0.605  
  2720  2020/02/29 07:45:00     8.909      0.665  
  2721  2020/02/29 08:00:00     9.215      0.577  
  2722  2020/02/29 08:15:00     9.568      0.594  
  2723  2020/02/29 08:30:00     9.879      0.633  
  2724  2020/02/29 08:45:00    10.174      0.724  
  2725  2020/02/29 09:00:00    10.320      0.734  
  2726  2020/02/29 09:15:00    10.349      0.695  
  2727  2020/02/29 09:30:00    10.309      0.652  
  2728  2020/02/29 09:45:00    10.271      0.674  
  2729  2020/02/29 10:00:00    10.166      0.687  
  2730  2020/02/29 10:15:00     9.980      0.673  
  2731  2020/02/29 10:30:00     9.707      0.622  
  2732  2020/02/29 10:45:00     9.458      0.637  
  2733  2020/02/29 11:00:00     9.089      0.570  
  2734  2020/02/29 11:15:00     8.790      0.605  
  2735  2020/02/29 11:30:00     8.470      0.645  
  2736  2020/02/29 11:45:00     8.013      0.567  
  2737  2020/02/29 12:00:00     7.643      0.590  
  2738  2020/02/29 12:15:00     7.206      0.554  
  2739  2020/02/29 12:30:00     6.745      0.495  
  2740  2020/02/29 12:45:00     6.334      0.483  
  2741  2020/02/29 13:00:00     6.013      0.552  
  2742  2020/02/29 13:15:00     5.641      0.558  
  2743  2020/02/29 13:30:00     5.181      0.460  
  2744  2020/02/29 13:45:00     4.809      0.431  
  2745  2020/02/29 14:00:00     4.504      0.448  
  2746  2020/02/29 14:15:00     4.267      0.508  
  2747  2020/02/29 14:30:00     3.964      0.475  
  2748  2020/02/29 14:45:00     3.740      0.488  
  2749  2020/02/29 15:00:00     3.499      0.448  
  2750  2020/02/29 15:15:00     3.313      0.423  
  2751  2020/02/29 15:30:00     3.310      0.538  
  2752  2020/02/29 15:45:00     3.121      0.422  
  2753  2020/02/29 16:00:00     3.129      0.456  
  2754  2020/02/29 16:15:00     3.155      0.458  
  2755  2020/02/29 16:30:00     3.228      0.456  
  2756  2020/02/29 16:45:00     3.442      0.541  
  2757  2020/02/29 17:00:00     3.611      0.525  
  2758  2020/02/29 17:15:00     3.869      0.543  
  2759  2020/02/29 17:30:00     4.092      0.471  
  2760  2020/02/29 17:45:00     4.384      0.417  
  2761  2020/02/29 18:00:00     4.817      0.459  
  2762  2020/02/29 18:15:00     5.260      0.474  
  2763  2020/02/29 18:30:00     5.846      0.602  
  2764  2020/02/29 18:45:00     6.216      0.493  
  2765  2020/02/29 19:00:00     6.633      0.421  
  2766  2020/02/29 19:15:00     7.135      0.433  
  2767  2020/02/29 19:30:00     7.609      0.429  
  2768  2020/02/29 19:45:00     8.056      0.422  
  2769  2020/02/29 20:00:00     8.512      0.459  
  2770  2020/02/29 20:15:00     8.777      0.352  
  2771  2020/02/29 20:30:00     9.086      0.345  
  2772  2020/02/29 20:45:00     9.386      0.391  
  2773  2020/02/29 21:00:00     9.553      0.369  
  2774  2020/02/29 21:15:00     9.609      0.303  
  2775  2020/02/29 21:30:00     9.692      0.330  
  2776  2020/02/29 21:45:00     9.672      0.317  
  2777  2020/02/29 22:00:00     9.662      0.373  
  2778  2020/02/29 22:15:00     9.548      0.381  
  2779  2020/02/29 22:30:00     9.402      0.407  
  2780  2020/02/29 22:45:00     9.145      0.368  
  2781  2020/02/29 23:00:00     8.878      0.358  
  2782  2020/02/29 23:15:00     8.636      0.406  
  2783  2020/02/29 23:30:00     8.282      0.370  
  2784  2020/02/29 23:45:00     7.984      0.411  

